search_objective,optimizer,seed,trial_id,lr,beta,dpo_step,st_tuner_time,ARC-C,GPQA,GSM8K,HellaSwag,PIQA,TruthfulQA,IFEval,Arena-Hard,MT-Bench,AlpacaEval,ELO,Z-Static,Z-Dynamic,Z-All,elapsed_time_sec
ELO,RandomSearch,0,1,2e-06,0.02,200,693.003643131256,68.686005,36.868687,89.158455,78.3808,78.56366,63.142937,75.42039,80.76667,87.0,36.82783,1189.3018,0.4344415,0.87121344,0.5932677,692.9
ELO,RandomSearch,0,1,2e-06,0.02,400,1386.003643131256,69.539246,37.373737,85.595146,79.01813,79.16213,64.433525,76.89542,76.166664,85.197365,35.872208,1133.9644,0.6857752,0.58977526,0.65086615,1385.9
ELO,RandomSearch,0,1,2e-06,0.02,600,2078.903667545319,70.73379,37.373737,82.71418,79.38657,78.83569,65.456764,77.27136,74.36667,81.818184,35.765232,1160.59,0.38749722,0.810669,0.5413779,2078.8
ELO,RandomSearch,0,1,2e-06,0.02,800,2771.903667545319,70.64846,38.38384,84.761185,79.46624,79.21654,66.31269,75.48034,67.166664,75.16129,33.997562,1116.0135,0.7277733,0.67112035,0.7071723,2771.8
ELO,RandomSearch,0,0,8e-06,0.04,200,3241.703635787964,68.08874,33.838383,83.16907,78.58992,78.67247,63.74415,61.59058,44.666668,71.052635,33.644764,1077.5269,-0.1635772,-1.79195,-0.75571275,3241.6
ELO,RandomSearch,0,1,2e-06,0.02,1000,3464.803569889069,70.73379,38.38384,83.47233,79.336784,79.434166,66.25342,75.08566,60.033333,73.05195,31.017208,1069.9534,0.7183707,0.5294963,0.6496891,3464.7
ELO,RandomSearch,0,1,2e-06,0.02,1200,4157.803814029694,70.22184,39.89899,83.47233,79.27704,79.27095,66.040276,74.56859,66.4,77.483444,34.63557,1071.5782,0.6360762,0.48838577,0.5823706,4157.7
ELO,RandomSearch,0,1,2e-06,0.02,1400,4850.703716373444,70.73379,37.373737,79.37832,79.097786,78.8901,67.11675,72.726364,59.866665,70.333336,33.22669,964.13855,0.44361246,0.3183401,0.39805886,4850.6
ELO,RandomSearch,0,1,2e-06,0.02,1600,5543.603618717194,70.904434,38.88889,86.656555,79.13762,79.27095,66.7157,73.00613,62.733334,73.7013,35.482777,1059.6884,0.84389,0.57520276,0.74618554,5543.5
ELO,RandomSearch,0,1,2e-06,0.02,1800,6236.603618717194,70.47781,38.38384,87.26308,79.25712,79.48857,66.521576,72.90246,62.066666,75.32468,34.014072,999.3129,0.88581294,0.337849,0.68655336,6236.5
