lr,beta,dpo_step,elapsed_time_sec,model_name,ARC-C,GPQA,GSM8K,HellaSwag,PIQA,TruthfulQA,IFEval,Arena-Hard,MT-Bench,AlpacaEval,ELO
1e-06,0.02,1800,61172.9,dpo-qwen3-14b-sft-lr3e5-ao-lr1e6-beta0.02-step1800,72.26962457337885,35.35353535353536,90.97801364670205,82.16490738896634,79.379760609358,67.11047359705937,76.4570229214041,,80.64516129032258,,1248.6043046496836
1e-06,0.02,2000,67969.9,dpo-qwen3-14b-sft-lr3e5-ao-lr1e6-beta0.02-step2000,72.18430034129693,35.35353535353536,90.44730856709629,82.11511651065526,79.10772578890098,67.08703422598845,77.4911678790055,,81.16883116883116,,1243.3294231294917
1e-06,0.02,2031,69023.4,dpo-qwen3-14b-sft-lr3e5-ao-lr1e6-beta0.02,72.52559726962457,35.35353535353536,90.97801364670205,82.15494921330412,79.21653971708379,67.08203041086689,75.98366777927012,69.23333333333333,85.19736842105263,48.57179869862874,1257.2954765514808
1e-06,0.04,200,6750.5,dpo-qwen3-14b-sft-lr3e5-ao-lr1e6-beta0.04-step200,69.6245733788396,36.868686868686865,88.855193328279,81.58733320055765,80.46789989118606,58.47064279728723,79.21099349725395,,77.09677419354838,,1188.117010416621
1e-06,0.04,400,13501.0,dpo-qwen3-14b-sft-lr3e5-ao-lr1e6-beta0.04-step400,71.160409556314,37.878787878787875,90.44730856709629,81.81637124078868,79.76060935799782,63.260427254218285,78.9849266612588,,84.0909090909091,42.00328799171308,1208.4422291876779
1e-06,0.04,600,20251.5,dpo-qwen3-14b-sft-lr3e5-ao-lr1e6-beta0.04-step600,72.18430034129693,37.37373737373738,90.5989385898408,81.97570205138419,79.65179542981502,64.12944149786046,78.37293935646308,,87.01298701298701,41.15565047872416,1232.0355183743352
1e-06,0.04,800,27002.0,dpo-qwen3-14b-sft-lr3e5-ao-lr1e6-beta0.04-step800,71.9283276450512,37.37373737373738,91.28127369219105,81.73670583549094,79.32535364526659,64.51038918889807,79.60816189931603,67.6,83.22580645161291,,1226.1139931620276
1e-06,0.04,1000,33752.6,dpo-qwen3-14b-sft-lr3e5-ao-lr1e6-beta0.04-step1000,72.01365187713311,35.858585858585855,90.67475360121304,81.94582752439753,79.32535364526659,64.59179632799045,78.02447505950877,,,,1225.8938318391106
1e-06,0.04,1200,40503.1,dpo-qwen3-14b-sft-lr3e5-ao-lr1e6-beta0.04-step1200,72.18430034129693,36.868686868686865,91.0538286580743,81.876120294762,79.379760609358,64.39676557753697,78.31298731809378,,81.25,,1216.6528419582992
1e-06,0.04,1400,47253.6,dpo-qwen3-14b-sft-lr3e5-ao-lr1e6-beta0.04-step1400,72.09897610921502,36.868686868686865,91.3570887035633,81.84624576777534,79.32535364526659,64.59704554132975,77.15644489953324,,80.0,,1223.7842657184342
1e-06,0.04,1600,54004.1,dpo-qwen3-14b-sft-lr3e5-ao-lr1e6-beta0.04-step1600,72.09897610921502,35.858585858585855,91.73616376042456,81.8263294164509,79.59738846572361,64.5442681408863,77.73346941670324,,83.33333333333334,,1208.2362752152185
1e-06,0.04,1800,60754.6,dpo-qwen3-14b-sft-lr3e5-ao-lr1e6-beta0.04-step1800,72.26962457337885,35.858585858585855,90.82638362395754,81.91595299741088,79.32535364526659,64.50572573254286,78.13063781876532,,80.96774193548387,,1208.0431471090055
1e-06,0.04,2000,67505.1,dpo-qwen3-14b-sft-lr3e5-ao-lr1e6-beta0.04-step2000,72.01365187713311,35.858585858585855,91.43290371493555,81.88607847042422,79.65179542981502,64.59551040388355,77.35502910056428,,77.70700636942675,,1218.6379648280981
1e-06,0.04,2031,68551.4,dpo-qwen3-14b-sft-lr3e5-ao-lr1e6-beta0.04,72.26962457337885,36.868686868686865,91.50871872630782,81.83628759211312,79.4341675734494,64.50238359652126,77.65728267663134,,80.26315789473685,39.53769698804297,1203.9275903468665
2e-06,0.01,200,6789.4,dpo-qwen3-14b-sft-lr3e5-ao-lr2e6-beta0.01-step200,72.01365187713311,36.868686868686865,91.96360879454132,82.23461461860188,78.67247007616976,66.43039182176216,77.7472107341853,,85.80645161290322,,1285.070205070861
2e-06,0.01,400,13578.9,dpo-qwen3-14b-sft-lr3e5-ao-lr2e6-beta0.01-step400,73.89078498293516,33.33333333333333,89.08263836239576,82.43377813184625,77.25788900979326,69.29147333210743,78.06819239617549,,86.53846153846155,,1270.0873441165027
2e-06,0.01,600,20368.3,dpo-qwen3-14b-sft-lr3e5-ao-lr2e6-beta0.01-step600,74.31740614334471,33.83838383838384,91.96360879454132,82.56323441545509,77.25788900979326,70.01374074099532,73.64060692296441,,82.37179487179486,,1249.434991008488
2e-06,0.01,800,27157.8,dpo-qwen3-14b-sft-lr3e5-ao-lr2e6-beta0.01-step800,74.82935153583618,36.36363636363637,91.3570887035633,82.8420633339972,77.52992383025027,70.65063294323011,73.66808955792851,,,,1215.6925561192666
2e-06,0.01,1000,33947.2,dpo-qwen3-14b-sft-lr3e5-ao-lr2e6-beta0.01-step1000,74.57337883959045,35.858585858585855,91.96360879454132,82.69269069906393,77.6931447225245,70.48300684990477,72.60646196536301,,81.29032258064515,,1202.4700127479925
2e-06,0.01,1200,40736.7,dpo-qwen3-14b-sft-lr3e5-ao-lr2e6-beta0.01-step1200,74.74402730375427,34.84848484848485,91.58453373768006,82.81218880701056,78.0739934711643,70.28313232835205,69.10436530627624,,,,1243.5117842551874
2e-06,0.01,1400,47526.1,dpo-qwen3-14b-sft-lr3e5-ao-lr2e6-beta0.01-step1400,74.74402730375427,34.84848484848485,91.66034874905232,82.86197968532166,77.9651795429815,70.8449248067157,70.02359295558009,,74.19354838709677,,1213.8881935038094
2e-06,0.01,1600,54315.6,dpo-qwen3-14b-sft-lr3e5-ao-lr2e6-beta0.01-step1600,74.82935153583618,34.84848484848485,90.67475360121304,82.8420633339972,78.29162132752992,70.61630323145096,68.88328523872215,,,,1189.6384112347437
2e-06,0.01,1800,61105.0,dpo-qwen3-14b-sft-lr3e5-ao-lr2e6-beta0.01-step1800,74.9146757679181,35.35353535353536,89.46171341925702,82.82214698267278,77.85636561479869,70.85710803695494,65.9607064810259,,71.20253164556962,,1137.1801624554987
2e-06,0.01,2000,67894.5,dpo-qwen3-14b-sft-lr3e5-ao-lr2e6-beta0.01-step2000,75.0853242320819,34.34343434343434,90.44730856709629,82.79227245568612,78.23721436343853,70.90715349968266,66.8936754478118,,73.07692307692307,,1208.780808581004
2e-06,0.01,2031,68946.8,dpo-qwen3-14b-sft-lr3e5-ao-lr2e6-beta0.01,74.9146757679181,34.34343434343434,90.29567854435177,82.80223063134834,78.45484221980414,70.92317904018803,67.43573717735607,58.599999999999994,75.79617834394905,,1183.7974966730744
2e-06,0.02,200,6745.7,dpo-qwen3-14b-sft-lr3e5-ao-lr2e6-beta0.02-step200,71.67235494880546,37.37373737373738,91.12964366944655,82.27444732125075,79.4341675734494,65.07310730637204,78.32922201979636,,84.0909090909091,,1262.9352056165956
2e-06,0.02,400,13491.5,dpo-qwen3-14b-sft-lr3e5-ao-lr2e6-beta0.02-step400,72.6962457337884,33.83838383838384,90.14404852160727,82.24457279426409,78.67247007616976,67.57260485247352,77.80965615677515,,83.87096774193549,,1242.2185997055155
2e-06,0.02,600,20237.2,dpo-qwen3-14b-sft-lr3e5-ao-lr2e6-beta0.02-step600,73.29351535836177,34.84848484848485,89.53752843062927,82.34415455088627,78.67247007616976,68.4193126925267,77.35752248478481,,80.12820512820514,,1245.6029980393475
2e-06,0.02,800,26983.0,dpo-qwen3-14b-sft-lr3e5-ao-lr2e6-beta0.02-step800,73.46416382252559,34.84848484848485,89.61334344200151,82.39394542919737,78.40043525571274,68.85642121857839,77.50740258070807,,82.35294117647058,,1226.0379855399294
2e-06,0.02,1000,33728.7,dpo-qwen3-14b-sft-lr3e5-ao-lr2e6-beta0.02-step1000,73.54948805460751,32.82828282828283,89.0068233510235,82.38398725353515,78.78128400435256,68.56411751804293,76.3808361813322,,79.27631578947368,,1230.129446368453
2e-06,0.02,1200,40474.5,dpo-qwen3-14b-sft-lr3e5-ao-lr2e6-beta0.02-step1200,73.63481228668942,33.33333333333333,89.84078847611828,82.44373630750846,78.78128400435256,68.23286510356101,76.39956426725534,,82.37179487179486,,1232.2870272552602
2e-06,0.02,1400,47220.2,dpo-qwen3-14b-sft-lr3e5-ao-lr2e6-beta0.02-step1400,73.20819112627987,32.82828282828283,90.44730856709629,82.36407090221071,79.05331882480957,68.391300898556,75.61896878061323,,81.04575163398692,,1215.7483018399628
2e-06,0.02,1600,53966.0,dpo-qwen3-14b-sft-lr3e5-ao-lr2e6-beta0.02-step1600,73.63481228668942,33.33333333333333,90.97801364670205,82.41386178052181,78.89009793253537,68.46186750167581,74.31254626612942,,,,1232.7921500882226
2e-06,0.02,1800,60711.7,dpo-qwen3-14b-sft-lr3e5-ao-lr2e6-beta0.02-step1800,73.72013651877133,33.83838383838384,91.50871872630782,82.54331806413066,79.05331882480957,68.38918222850016,76.13853464363444,,82.25806451612904,,1237.0890391194293
2e-06,0.02,2000,67457.5,dpo-qwen3-14b-sft-lr3e5-ao-lr2e6-beta0.02-step2000,73.72013651877133,33.33333333333333,91.12964366944655,82.5234017128062,78.89009793253537,68.27193096130443,75.95369176008546,,81.75675675675676,,1226.0805399985243
2e-06,0.02,2031,68503.0,dpo-qwen3-14b-sft-lr3e5-ao-lr2e6-beta0.02,73.63481228668942,32.323232323232325,91.28127369219105,82.40390360485958,78.99891186071817,68.24810686483707,75.37666724291546,,81.4935064935065,,1218.9296153046805
2e-06,0.04,200,6766.9,dpo-qwen3-14b-sft-lr3e5-ao-lr2e6-beta0.04-step200,71.33105802047781,36.868686868686865,89.91660348749052,82.0354511053575,79.86942328618063,62.66031314413071,78.98243327703825,67.19999999999999,84.31372549019608,,1232.1369250945113
2e-06,0.04,400,13533.7,dpo-qwen3-14b-sft-lr3e5-ao-lr2e6-beta0.04-step400,71.75767918088737,36.36363636363637,92.26686884003033,82.07528380800638,79.379760609358,65.6170599362369,78.08442709787809,,,,1228.2209002297473
2e-06,0.04,600,20300.6,dpo-qwen3-14b-sft-lr3e5-ao-lr2e6-beta0.04-step600,72.44027303754265,35.858585858585855,91.81197877179682,82.29436367257519,79.27094668117519,66.2108515531398,77.62730665744668,,,,1220.2914210552792
2e-06,0.04,800,27067.5,dpo-qwen3-14b-sft-lr3e5-ao-lr2e6-beta0.04-step800,72.44027303754265,36.868686868686865,91.28127369219105,82.0852419836686,79.59738846572361,66.30475037021812,77.5186505139696,,84.0909090909091,,1186.5642071291136
2e-06,0.04,1000,33834.4,dpo-qwen3-14b-sft-lr3e5-ao-lr2e6-beta0.04-step1000,72.61092150170649,34.34343434343434,91.58453373768006,82.18482374029078,79.5429815016322,66.20627776427727,75.93745705838286,,83.44155844155844,,1176.2989837742546
2e-06,0.04,1200,40601.2,dpo-qwen3-14b-sft-lr3e5-ao-lr2e6-beta0.04-step1200,72.52559726962457,34.84848484848485,91.3570887035633,82.12507468631746,79.5429815016322,65.78686009544694,74.72096260145304,,83.00653594771242,,1220.5164955607358
2e-06,0.04,1400,47368.1,dpo-qwen3-14b-sft-lr3e5-ao-lr2e6-beta0.04-step1400,72.61092150170649,33.33333333333333,92.03942380591357,82.06532563234416,79.59738846572361,65.82782994985563,74.85710137989423,,80.06535947712419,,1206.4105185232033
2e-06,0.04,1600,54135.0,dpo-qwen3-14b-sft-lr3e5-ao-lr2e6-beta0.04-step1600,72.44027303754265,33.83838383838384,92.19105382865807,82.194781915953,79.70620239390642,65.85017242461102,74.522378400422,,79.08496732026144,,1218.269051824103
2e-06,0.04,1800,60901.9,dpo-qwen3-14b-sft-lr3e5-ao-lr2e6-beta0.04-step1800,72.7815699658703,35.35353535353536,91.66034874905232,82.06532563234416,79.4341675734494,65.86706681120258,75.02570956174064,62.03333333333333,83.88157894736842,,1210.7389630137332
2e-06,0.04,2000,67668.7,dpo-qwen3-14b-sft-lr3e5-ao-lr2e6-beta0.04-step2000,72.44027303754265,35.858585858585855,91.50871872630782,82.04540928101972,79.27094668117519,65.80753088336083,74.66101056308372,64.43333333333334,80.13245033112582,,1194.3143852701498
2e-06,0.04,2031,68717.6,dpo-qwen3-14b-sft-lr3e5-ao-lr2e6-beta0.04,72.18430034129693,34.84848484848485,91.12964366944655,82.13503286197968,79.32535364526659,65.77956566709031,75.83378768334686,61.9,,,1205.6405181466396
4e-06,0.01,200,6759.6,dpo-qwen3-14b-sft-lr3e5-ao-lr4e6-beta0.01-step200,74.06143344709898,36.36363636363637,90.5989385898408,82.25453096992631,77.14907508161045,69.22838828686973,79.03363076636658,,86.45161290322581,,1268.067294605859
4e-06,0.01,400,13519.1,dpo-qwen3-14b-sft-lr3e5-ao-lr4e6-beta0.01-step400,73.97610921501706,31.818181818181817,91.20545868081881,83.04122684724159,76.93144722524482,70.14576076566854,77.99449904032411,,83.55263157894737,,1234.3726568238603
4e-06,0.01,600,20278.7,dpo-qwen3-14b-sft-lr3e5-ao-lr4e6-beta0.01-step600,74.48805460750853,31.313131313131315,89.61334344200151,83.09101772555267,77.80195865070729,70.34960407528463,70.54066543438078,,,,1181.4106955997036
4e-06,0.01,800,27038.3,dpo-qwen3-14b-sft-lr3e5-ao-lr4e6-beta0.01-step800,74.14675767918088,32.82828282828283,90.06823351023503,83.11093407687711,77.9107725788901,70.56170889923486,78.1281444345448,,,,1206.8047015724949
4e-06,0.01,1000,33797.8,dpo-qwen3-14b-sft-lr3e5-ao-lr4e6-beta0.01-step1000,74.65870307167235,34.34343434343434,90.21986353297953,83.39972117108145,78.23721436343853,69.37180742207988,75.02570956174061,,75.64102564102564,,1161.0533655857998
4e-06,0.01,1200,40557.4,dpo-qwen3-14b-sft-lr3e5-ao-lr4e6-beta0.01-step1200,74.74402730375427,33.33333333333333,88.77937831690674,83.38976299541923,78.29162132752992,68.73573101465561,73.68183087541057,,,,1166.3530386661707
4e-06,0.01,1400,47316.9,dpo-qwen3-14b-sft-lr3e5-ao-lr4e6-beta0.01-step1400,74.40273037542661,34.34343434343434,89.31008339651251,83.23043218482374,79.4341675734494,69.83003721221456,70.57939600260642,,76.92307692307693,,1176.0833293861713
4e-06,0.01,1600,54076.5,dpo-qwen3-14b-sft-lr3e5-ao-lr4e6-beta0.01-step1600,74.74402730375427,32.82828282828283,90.5989385898408,83.2105158334993,78.89009793253537,70.03625986161886,68.70969028843469,,68.70967741935485,,1141.4307586107257
4e-06,0.01,1800,60836.1,dpo-qwen3-14b-sft-lr3e5-ao-lr4e6-beta0.01-step1800,75.17064846416382,32.82828282828283,89.68915845337376,83.34993029277037,78.99891186071817,70.14244841111764,69.86124593855415,,76.45161290322581,,1137.8352986626408
4e-06,0.01,2000,67595.6,dpo-qwen3-14b-sft-lr3e5-ao-lr4e6-beta0.01-step2000,74.74402730375427,33.83838383838384,88.77937831690674,83.2105158334993,79.21653971708379,70.10354664963225,70.27714242653936,,,,1137.4225018012862
4e-06,0.01,2031,68643.4,dpo-qwen3-14b-sft-lr3e5-ao-lr4e6-beta0.01,74.74402730375427,33.33333333333333,89.15845337376801,83.22047400916152,79.05331882480957,70.25470256240713,70.26090772483677,56.86666666666667,70.19867549668875,,1146.9965791032141
4e-06,0.02,200,6763.9,dpo-qwen3-14b-sft-lr3e5-ao-lr4e6-beta0.02-step200,72.61092150170649,37.37373737373738,91.43290371493555,82.13503286197968,78.23721436343853,68.20614091159041,78.72389703763791,72.89999999999999,83.55263157894737,,1262.8113881719007
4e-06,0.02,400,13527.7,dpo-qwen3-14b-sft-lr3e5-ao-lr4e6-beta0.02-step400,73.03754266211604,34.34343434343434,91.81197877179682,82.5234017128062,78.0739934711643,69.10138421804976,77.67351737833394,,81.93548387096774,,1253.2495135712395
4e-06,0.02,600,20291.6,dpo-qwen3-14b-sft-lr3e5-ao-lr4e6-beta0.02-step600,73.29351535836177,31.313131313131315,90.5989385898408,82.73252340171281,78.45484221980414,69.35595460952572,72.28797368759336,,81.4935064935065,,1214.3353953083897
4e-06,0.02,800,27055.5,dpo-qwen3-14b-sft-lr3e5-ao-lr4e6-beta0.02-step800,73.72013651877133,31.818181818181817,91.58453373768006,82.97151961760606,78.99891186071817,69.43575238209642,76.6693484399172,,77.12418300653596,,1191.380464298804
4e-06,0.02,1000,33819.3,dpo-qwen3-14b-sft-lr3e5-ao-lr4e6-beta0.02-step1000,73.29351535836177,33.83838383838384,90.97801364670205,83.04122684724159,79.5429815016322,68.65448364377991,73.4282814044513,,76.79738562091504,,1170.6275051553507
4e-06,0.02,1200,40583.2,dpo-qwen3-14b-sft-lr3e5-ao-lr4e6-beta0.02-step1200,73.37883959044369,33.33333333333333,88.55193328279,83.00139414459271,79.76060935799782,67.44698549412924,76.91164997761494,,80.3225806451613,,1210.246608380548
4e-06,0.02,1400,47347.1,dpo-qwen3-14b-sft-lr3e5-ao-lr4e6-beta0.02-step1400,72.6962457337884,34.34343434343434,89.68915845337376,82.9416450906194,79.76060935799782,68.36550720390674,76.92539129509701,,76.79738562091504,40.96604304695355,1204.6550891575564
4e-06,0.02,1600,54110.9,dpo-qwen3-14b-sft-lr3e5-ao-lr4e6-beta0.02-step1600,73.12286689419795,34.34343434343434,90.5989385898408,83.02131049591715,79.97823721436343,68.30604536681828,74.21264467169333,,,,1200.669154079235
4e-06,0.02,1800,60874.8,dpo-qwen3-14b-sft-lr3e5-ao-lr4e6-beta0.02-step1800,73.20819112627987,35.858585858585855,90.44730856709629,82.96156144194383,79.81501632208922,68.63984238116619,74.0053059216213,,81.73076923076923,,1203.0207913039526
4e-06,0.02,2000,67638.7,dpo-qwen3-14b-sft-lr3e5-ao-lr4e6-beta0.02-step2000,73.12286689419795,34.34343434343434,90.9021986353298,82.95160326628161,80.08705114254624,68.51859500783797,73.95660181651351,,81.04575163398692,,1210.9127160298924
4e-06,0.02,2031,68687.1,dpo-qwen3-14b-sft-lr3e5-ao-lr4e6-beta0.02,72.7815699658703,33.33333333333333,91.3570887035633,82.92172873929496,80.08705114254624,68.49500756948329,74.6422824771606,,82.89473684210526,,1200.205011191692
4e-06,0.04,200,6752.6,dpo-qwen3-14b-sft-lr3e5-ao-lr4e6-beta0.04-step200,72.01365187713311,36.868686868686865,91.96360879454132,82.10515833499304,79.16213275299239,65.83854939314662,77.48867449478495,,,,1208.4736687848733
4e-06,0.04,400,13505.2,dpo-qwen3-14b-sft-lr3e5-ao-lr4e6-beta0.04-step400,72.35494880546075,34.34343434343434,89.08263836239576,82.32423819956183,79.10772578890098,68.15405003572745,76.56318568066065,,82.35294117647058,,
4e-06,0.04,600,20257.8,dpo-qwen3-14b-sft-lr3e5-ao-lr4e6-beta0.04-step600,72.7815699658703,34.84848484848485,90.97801364670205,82.55327623979286,79.05331882480957,68.51860576393774,76.77800458339428,,83.22580645161291,,1206.152476253022
4e-06,0.04,800,27010.4,dpo-qwen3-14b-sft-lr3e5-ao-lr4e6-beta0.04-step800,72.44027303754265,33.33333333333333,91.20545868081881,82.67277434773949,78.94450489662677,68.01165122734993,77.58358932077998,,80.76923076923077,,1192.37195918634
4e-06,0.04,1000,33763.0,dpo-qwen3-14b-sft-lr3e5-ao-lr4e6-beta0.04-step1000,72.86689419795222,32.323232323232325,91.43290371493555,82.90181238797052,78.99891186071817,67.51792411017776,77.61356533996462,,82.25806451612904,,1201.0516408646113
4e-06,0.04,1200,40515.6,dpo-qwen3-14b-sft-lr3e5-ao-lr4e6-beta0.04-step1200,72.61092150170649,34.34343434343434,90.06823351023503,82.65285799641505,79.379760609358,67.40524286733782,78.2118113272783,,82.33333333333334,,1203.997904085712
4e-06,0.04,1400,47268.2,dpo-qwen3-14b-sft-lr3e5-ao-lr4e6-beta0.04-step1400,72.35494880546075,31.313131313131315,90.52312357846853,82.30432184823741,79.4341675734494,67.38222137101974,76.91663674605603,,,,
4e-06,0.04,1600,54020.8,dpo-qwen3-14b-sft-lr3e5-ao-lr4e6-beta0.04-step1600,72.09897610921502,31.313131313131315,86.8081880212282,82.30432184823741,79.5429815016322,67.60701317523589,77.67850414677501,,79.6774193548387,,1214.3065056907333
4e-06,0.04,1800,60773.4,dpo-qwen3-14b-sft-lr3e5-ao-lr4e6-beta0.04-step1800,72.6962457337884,32.323232323232325,89.68915845337376,82.38398725353515,79.379760609358,67.43353327544277,76.90040204435343,,80.71895424836602,,1204.3524569204221
4e-06,0.04,2000,67526.0,dpo-qwen3-14b-sft-lr3e5-ao-lr4e6-beta0.04-step2000,72.44027303754265,31.818181818181817,89.76497346474602,82.42381995618403,79.4341675734494,67.26295919258129,78.25802204816554,,82.89473684210526,,1197.5060342881636
4e-06,0.04,2031,68572.7,dpo-qwen3-14b-sft-lr3e5-ao-lr4e6-beta0.04,72.44027303754265,31.818181818181817,89.38589840788475,82.44373630750846,79.76060935799782,67.33774453456762,77.99449904032411,60.099999999999994,79.22077922077922,,1213.3078256486779
