search_objective,optimizer,seed,trial_id,size,lr,beta,dpo_step,st_tuner_time,ARC-C,GPQA,GSM8K,HellaSwag,PIQA,TruthfulQA,IFEval,Arena-Hard,MT-Bench,AlpacaEval,ELO,Z-Static,Z-Dynamic,Z-All,elapsed_time_sec
ELO,BOTorch,7,2,14b,4e-06,0.02,200,19259.155337429045,72.61092,37.373737,91.43291,82.13503,78.23721,68.20614,78.7239,72.96667,83.552635,50.026516,1262.8114,0.92929727,0.9276821,0.92871,6763.9
ELO,BOTorch,8,0,14b,4e-06,0.04,400,13505.302269554137,72.35495,34.343433,89.08264,82.32424,79.10773,68.15405,76.56319,63.166668,82.35294,40.89071,1210.4487,0.8049444,0.40437394,0.65928245,13505.2
ELO,BOTorch,9,1,8b,2e-06,0.01,200,4259.702155685425,70.819115,38.38384,86.353294,80.233025,77.85637,63.270527,78.69641,77.73333,84.83871,47.87344,1242.7335,0.7766102,1.0122542,0.86229897,4259.6
ELO,BOTorch,10,2,8b,4e-06,0.04,200,11356.026471233366,71.58703,39.39394,86.27748,79.994026,77.693146,63.703495,78.71265,70.2,81.818184,37.30453,1206.29,0.8091844,0.59860915,0.7326116,1325.8
ELO,BOTorch,11,0,8b,4e-06,0.02,200,4256.107489442826,71.92833,38.88889,86.50493,80.233025,77.910774,64.28033,78.08692,72.0,85.76159,41.394894,1237.6453,0.8198004,0.81409365,0.8177252,4256.0
ELO,BOTorch,12,0,4b,1e-06,0.01,200,2902.404410219193,67.06485,34.848484,86.732376,77.82314,78.07399,60.518658,75.3442,84.166664,86.21795,38.53362,1210.0366,0.54670376,1.025507,0.720814,2902.3
ELO,BOTorch,13,1,8b,1e-06,0.02,400,8508.002910470961,71.07509,38.38384,85.74678,79.82474,77.85637,63.049118,79.82049,69.6,83.22581,43.49624,1254.9758,0.72375345,0.6804024,0.7079894,8507.9
ELO,BOTorch,14,1,14b,2e-06,0.01,200,6789.501980400086,72.01365,36.868687,91.96361,82.23461,78.67247,66.43039,77.74721,76.9,85.80645,57.493683,1285.0702,0.89506,1.1885978,1.001801,6789.4
ELO,BOTorch,15,1,14b,4e-06,0.02,200,6764.001945829392,72.61092,37.373737,91.43291,82.13503,78.23721,68.20614,78.7239,72.96667,83.552635,50.026516,1262.8114,0.92929727,0.9276821,0.92871,6763.9
ELO,BOTorch,16,1,14b,2e-06,0.04,200,6767.002064561844,71.331055,36.868687,89.9166,82.03545,79.86942,62.660313,78.98243,67.13333,84.31373,41.638817,1232.137,0.8657634,0.6721739,0.79536724,6766.9
ELO,BOTorch,17,1,14b,1e-06,0.02,400,13594.102115011214,71.75768,37.373737,91.43291,82.224655,79.10773,65.29052,77.523636,73.46667,81.9079,49.954933,1265.8021,0.84879744,0.84370786,0.84694666,13594.0
ELO,BOTorch,18,0,8b,4e-06,0.01,400,8528.201478099822,73.63481,39.89899,89.461716,80.521805,75.51687,66.80005,76.452034,68.066666,87.08609,43.21869,1224.9589,0.7624777,0.71194535,0.7441023,8528.1
ELO,BOTorch,19,0,14b,1e-06,0.02,400,13594.102175807951,71.75768,37.373737,91.43291,82.224655,79.10773,65.29052,77.523636,73.46667,81.9079,49.954933,1265.8021,0.84879744,0.84370786,0.84694666,13594.0
ELO,BOTorch,20,1,14b,4e-06,0.01,200,6759.7028664112095,74.06143,36.363636,90.59894,82.25453,77.14908,69.228386,79.03363,70.666664,86.451614,53.84435,1268.0673,0.897812,0.9996048,0.93482757,6759.6
ELO,BOTorch,21,1,4b,2e-06,0.01,200,688.002408838272,68.85666,36.868687,88.324486,78.838875,78.618065,63.704185,78.30174,83.566666,83.98693,41.610497,1196.2502,0.7386879,0.98984534,0.83001786,687.9
ELO,BOTorch,22,1,8b,1e-06,0.04,800,17063.301319932936,71.672356,39.89899,86.732376,79.65545,78.29162,63.274734,79.67061,70.1,84.31373,33.04767,1195.4678,0.75985557,0.75985825,0.7598565,17063.2
ELO,BOTorch,23,1,4b,1e-06,0.02,200,2902.402270650864,67.40614,36.868687,86.959816,77.61402,78.29162,60.46324,74.22511,83.933334,86.18421,36.236164,1187.1586,0.5990982,0.96556526,0.73235893,2902.3
ELO,BOTorch,24,0,8b,1e-06,0.01,400,8503.802034711836,71.50171,38.38384,87.03563,80.30273,77.52992,63.918243,78.31548,75.13333,86.92811,50.0,1262.8969,0.7328495,1.0249617,0.8390721,8503.7
ELO,CQR,0,0,14b,2e-06,0.01,200,6789.502111053467,72.01365,36.868687,91.96361,82.23461,78.67247,66.43039,77.74721,76.9,85.80645,57.493683,1285.0702,0.89506,1.1885978,1.001801,6789.4
ELO,CQR,1,0,8b,1e-06,0.01,400,8503.802304601668,71.50171,38.38384,87.03563,80.30273,77.52992,63.918243,78.31548,75.13333,86.92811,50.0,1262.8969,0.7328495,1.0249617,0.8390721,8503.7
ELO,CQR,2,1,8b,4e-06,0.01,400,8528.202270126341,73.63481,39.89899,89.461716,80.521805,75.51687,66.80005,76.452034,68.066666,87.08609,43.21869,1224.9589,0.7624777,0.71194535,0.7441023,8528.1
ELO,CQR,3,1,8b,1e-06,0.01,400,8503.802137947081,71.50171,38.38384,87.03563,80.30273,77.52992,63.918243,78.31548,75.13333,86.92811,50.0,1262.8969,0.7328495,1.0249617,0.8390721,8503.7
ELO,CQR,4,3,14b,2e-06,0.04,200,26297.24130115509,71.331055,36.868687,89.9166,82.03545,79.86942,62.660313,78.98243,67.13333,84.31373,41.638817,1232.137,0.8657634,0.6721739,0.79536724,6766.9
ELO,CQR,5,2,14b,4e-06,0.01,200,16739.824917173384,74.06143,36.363636,90.59894,82.25453,77.14908,69.228386,79.03363,70.666664,86.451614,53.84435,1268.0673,0.897812,0.9996048,0.93482757,6759.6
ELO,CQR,6,5,14b,2e-06,0.01,200,26319.74404964447,72.01365,36.868687,91.96361,82.23461,78.67247,66.43039,77.74721,76.9,85.80645,57.493683,1285.0702,0.89506,1.1885978,1.001801,6789.4
ELO,CQR,7,1,8b,1e-06,0.02,400,8508.003051376341,71.07509,38.38384,85.74678,79.82474,77.85637,63.049118,79.82049,69.6,83.22581,43.49624,1254.9758,0.72375345,0.6804024,0.7079894,8507.9
ELO,CQR,8,0,8b,1e-06,0.02,400,8508.002362823485,71.07509,38.38384,85.74678,79.82474,77.85637,63.049118,79.82049,69.6,83.22581,43.49624,1254.9758,0.72375345,0.6804024,0.7079894,8507.9
ELO,CQR,9,0,14b,4e-06,0.02,200,6764.002358293534,72.61092,37.373737,91.43291,82.13503,78.23721,68.20614,78.7239,72.96667,83.552635,50.026516,1262.8114,0.92929727,0.9276821,0.92871,6763.9
ELO,CQR,10,0,1.7b,2e-06,0.01,1600,9825.802228069304,58.27645,21.717173,54.662624,68.42262,75.952126,48.15608,46.68413,71.73333,79.86577,19.916653,993.6011,-0.80166423,0.3678963,-0.3763695,9825.7
ELO,CQR,11,1,14b,2e-06,0.04,200,6767.0039235115055,71.331055,36.868687,89.9166,82.03545,79.86942,62.660313,78.98243,67.13333,84.31373,41.638817,1232.137,0.8657634,0.6721739,0.79536724,6766.9
ELO,CQR,12,3,14b,2e-06,0.02,200,29301.081028556822,71.672356,37.373737,91.12965,82.274445,79.434166,65.073105,78.32922,72.066666,84.09091,51.98968,1262.9352,0.9103049,0.94679034,0.9235723,6745.7
ELO,CQR,13,2,14b,2e-06,0.01,200,16869.626700019835,72.01365,36.868687,91.96361,82.23461,78.67247,66.43039,77.74721,76.9,85.80645,57.493683,1285.0702,0.89506,1.1885978,1.001801,6789.4
ELO,CQR,14,2,14b,4e-06,0.01,200,19264.856017208094,74.06143,36.363636,90.59894,82.25453,77.14908,69.228386,79.03363,70.666664,86.451614,53.84435,1268.0673,0.897812,0.9996048,0.93482757,6759.6
ELO,CQR,15,3,4b,1e-06,0.02,200,12912.52548894882,67.40614,36.868687,86.959816,77.61402,78.29162,60.46324,74.22511,83.933334,86.18421,36.236164,1187.1586,0.5990982,0.96556526,0.73235893,2902.3
ELO,CQR,16,2,14b,2e-06,0.01,200,19264.65547952652,72.01365,36.868687,91.96361,82.23461,78.67247,66.43039,77.74721,76.9,85.80645,57.493683,1285.0702,0.89506,1.1885978,1.001801,6789.4
ELO,CQR,17,2,14b,1e-06,0.01,400,26017.156005477904,72.35495,36.868687,92.191055,82.20474,78.726875,66.98725,77.646034,76.566666,88.3871,55.30741,1276.745,0.8597641,1.1891431,0.97953826,13541.9
ELO,CQR,18,2,4b,1e-06,0.01,200,15407.5554772377,67.06485,34.848484,86.732376,77.82314,78.07399,60.518658,75.3442,84.166664,86.21795,38.53362,1210.0366,0.54670376,1.025507,0.720814,2902.3
ELO,CQR,19,0,4b,1e-06,0.01,200,2902.402283763886,67.06485,34.848484,86.732376,77.82314,78.07399,60.518658,75.3442,84.166664,86.21795,38.53362,1210.0366,0.54670376,1.025507,0.720814,2902.3
ELO,CQR,20,0,8b,4e-06,0.01,400,8528.202999687193,73.63481,39.89899,89.461716,80.521805,75.51687,66.80005,76.452034,68.066666,87.08609,43.21869,1224.9589,0.7624777,0.71194535,0.7441023,8528.1
ELO,CQR,21,4,14b,2e-06,0.02,200,31811.11101469993,71.672356,37.373737,91.12965,82.274445,79.434166,65.073105,78.32922,72.066666,84.09091,51.98968,1262.9352,0.9103049,0.94679034,0.9235723,6745.7
ELO,CQR,22,0,14b,1e-06,0.01,600,20312.902842617037,72.8669,36.868687,91.357086,82.4537,78.50925,68.0801,76.699326,74.26667,86.60131,54.841022,1285.787,0.83932745,1.2500756,0.98869044,20312.8
ELO,CQR,23,2,14b,4e-06,0.02,200,19289.15611920357,72.61092,37.373737,91.43291,82.13503,78.23721,68.20614,78.7239,72.96667,83.552635,50.026516,1262.8114,0.92929727,0.9276821,0.92871,6763.9
ELO,CQR,24,3,8b,2e-06,0.04,200,33737.86348114014,70.819115,38.88889,84.60955,79.615616,78.07399,60.554516,80.688515,69.933334,83.11688,32.8592,1195.9059,0.7492972,0.5514105,0.6773384,4262.4
ELO,RandomSearch,0,3,14b,4e-06,0.01,200,19234.857368326186,74.06143,36.363636,90.59894,82.25453,77.14908,69.228386,79.03363,70.666664,86.451614,53.84435,1268.0673,0.897812,0.9996048,0.93482757,6759.6
ELO,RandomSearch,1,1,8b,2e-06,0.01,200,4259.702740764618,70.819115,38.38384,86.353294,80.233025,77.85637,63.270527,78.69641,77.73333,84.83871,47.87344,1242.7335,0.7766102,1.0122542,0.86229897,4259.6
ELO,RandomSearch,2,1,14b,2e-06,0.02,200,6745.802596902848,71.672356,37.373737,91.12965,82.274445,79.434166,65.073105,78.32922,72.066666,84.09091,51.98968,1262.9352,0.9103049,0.94679034,0.9235723,6745.7
ELO,RandomSearch,3,2,8b,2e-06,0.01,200,14239.824527359007,70.819115,38.38384,86.353294,80.233025,77.85637,63.270527,78.69641,77.73333,84.83871,47.87344,1242.7335,0.7766102,1.0122542,0.86229897,4259.6
ELO,RandomSearch,4,0,8b,4e-06,0.01,400,8528.201356744765,73.63481,39.89899,89.461716,80.521805,75.51687,66.80005,76.452034,68.066666,87.08609,43.21869,1224.9589,0.7624777,0.71194535,0.7441023,8528.1
ELO,RandomSearch,5,2,14b,1e-06,0.04,600,30231.72515258789,72.1843,37.373737,90.59894,81.9757,79.651794,64.12944,78.37294,69.3,87.012985,41.15565,1232.0355,0.8329583,0.87229156,0.8472613,20251.5
ELO,RandomSearch,6,3,8b,1e-06,0.02,400,21063.15694103241,71.07509,38.38384,85.74678,79.82474,77.85637,63.049118,79.82049,69.6,83.22581,43.49624,1254.9758,0.72375345,0.6804024,0.7079894,8507.9
ELO,RandomSearch,7,2,8b,2e-06,0.02,200,16692.955298280714,71.16041,37.878788,85.44352,79.72515,77.96518,62.357796,78.13563,71.6,87.33766,43.10038,1226.4381,0.74252415,0.85279983,0.7826244,4237.7
