lr,beta,dpo_step,elapsed_time_sec,model_name,ARC-C,GPQA,GSM8K,HellaSwag,PIQA,TruthfulQA,IFEval,Arena-Hard,MT-Bench,AlpacaEval,ELO
1e-06,0.01,200,1226.1,dpo-qwen3-0.6b-sft-lr3e5-ao-lr1e6-beta0.01-step200,45.81911262798635,32.82828282828283,,53.495319657438756,69.0424374319913,43.18077301539407,33.420103104207946,50.766666666666666,55.74324324324324,,607.5947446215871
1e-06,0.01,400,2452.3,dpo-qwen3-0.6b-sft-lr3e5-ao-lr1e6-beta0.01-step400,46.2457337883959,32.323232323232325,,53.714399522007575,69.58650707290533,43.15272774047148,33.12034291236142,51.13333333333333,58.55263157894737,1.2694822903388534,612.0732513669307
1e-06,0.01,600,3678.4,dpo-qwen3-0.6b-sft-lr3e5-ao-lr1e6-beta0.01-step600,46.160409556313994,30.303030303030305,,53.82393945429197,69.36887921653971,43.218082728059166,33.30767918013095,47.56666666666666,59.523809523809526,1.0721513223342634,632.0272927992604
1e-06,0.01,800,4904.5,dpo-qwen3-0.6b-sft-lr3e5-ao-lr1e6-beta0.01-step800,46.33105802047782,31.818181818181817,,53.833897629954194,69.53210010881394,43.21633288201323,32.39343829926816,47.9,62.66233766233766,1.5847418868137075,603.3895922898274
1e-06,0.01,1000,6130.7,dpo-qwen3-0.6b-sft-lr3e5-ao-lr1e6-beta0.01-step1000,46.58703071672355,31.313131313131315,,53.804023102967534,69.47769314472254,43.244226842763894,31.46296271670279,49.53333333333333,61.82432432432432,1.320613272698451,638.6556253078936
1e-06,0.01,1200,7356.8,dpo-qwen3-0.6b-sft-lr3e5-ao-lr1e6-beta0.01-step1200,46.33105802047782,32.323232323232325,,,69.26006528835691,43.25704371895354,32.741902596222474,48.5,60.85526315789473,1.3234149587184496,596.8879630348148
1e-06,0.01,1400,8582.9,dpo-qwen3-0.6b-sft-lr3e5-ao-lr1e6-beta0.01-step1400,46.33105802047782,32.323232323232325,,53.82393945429197,69.80413492927094,43.218675220993255,33.34264196775666,49.099999999999994,60.810810810810814,1.495504934162171,627.5615294988329
1e-06,0.01,1600,9809.0,dpo-qwen3-0.6b-sft-lr3e5-ao-lr1e6-beta0.01-step1600,46.160409556313994,31.818181818181817,,53.89364668392751,69.26006528835691,43.300834421558406,33.06039087399212,46.53333333333333,62.5,1.5909759886408552,562.5751735960475
1e-06,0.01,1800,11035.2,dpo-qwen3-0.6b-sft-lr3e5-ao-lr1e6-beta0.01-step1800,46.33105802047782,31.818181818181817,,53.7841067516431,69.1512513601741,43.218027517076884,33.2452337575411,50.733333333333334,60.47297297297297,1.628866890687403,600.2037154492623
1e-06,0.01,2000,12261.3,dpo-qwen3-0.6b-sft-lr3e5-ao-lr1e6-beta0.01-step2000,46.33105802047782,33.33333333333333,,53.86377215694085,69.64091403699673,43.17190065706817,33.53623940034664,49.86666666666667,62.0,1.0593827999090644,643.6153886648397
