search_objective,optimizer,seed,trial_id,lr,beta,dpo_step,st_tuner_time,ARC-C,GPQA,GSM8K,HellaSwag,PIQA,TruthfulQA,IFEval,Arena-Hard,MT-Bench,AlpacaEval,ELO,Z-Static,Z-Dynamic,Z-All,elapsed_time_sec
AlpacaEval,ASHA,0,5,4e-06,0.01,1400,26041.64614878082,47.269623,30.30303,46.777863,55.098587,69.640915,45.974174,39.410152,57.433334,65.54054,4.136614,637.5013,0.8624424,0.7895539,0.8359375,6931.1
AlpacaEval,ASHA,1,6,4e-06,0.04,2000,37814.75001654816,46.843002,30.80808,41.091736,54.670383,70.18498,45.25195,38.10872,53.966667,76.333336,3.4414222,648.4644,0.3642994,0.8787615,0.5513765,9924.2
AlpacaEval,ASHA,2,2,4e-06,0.01,1400,16916.325655794142,47.269623,30.30303,46.777863,55.098587,69.640915,45.974174,39.410152,57.433334,65.54054,4.136614,637.5013,0.8624424,0.7895539,0.8359375,6931.1
AlpacaEval,ASHA,3,0,4e-06,0.01,1400,6931.201948022843,47.269623,30.30303,46.777863,55.098587,69.640915,45.974174,39.410152,57.433334,65.54054,4.136614,637.5013,0.8624424,0.7895539,0.8359375,6931.1
AlpacaEval,ASHA,4,4,4e-06,0.01,1400,18211.44336972427,47.269623,30.30303,46.777863,55.098587,69.640915,45.974174,39.410152,57.433334,65.54054,4.136614,637.5013,0.8624424,0.7895539,0.8359375,6931.1
AlpacaEval,ASHA,5,4,4e-06,0.01,1400,17951.441789724347,47.269623,30.30303,46.777863,55.098587,69.640915,45.974174,39.410152,57.433334,65.54054,4.136614,637.5013,0.8624424,0.7895539,0.8359375,6931.1
AlpacaEval,ASHA,6,13,4e-06,0.01,1400,41222.239957201,47.269623,30.30303,46.777863,55.098587,69.640915,45.974174,39.410152,57.433334,65.54054,4.136614,637.5013,0.8624424,0.7895539,0.8359375,6931.1
AlpacaEval,ASHA,7,1,4e-06,0.01,1400,6931.2024053096775,47.269623,30.30303,46.777863,55.098587,69.640915,45.974174,39.410152,57.433334,65.54054,4.136614,637.5013,0.8624424,0.7895539,0.8359375,6931.1
AlpacaEval,ASHA,8,2,4e-06,0.01,1400,16941.326053476332,47.269623,30.30303,46.777863,55.098587,69.640915,45.974174,39.410152,57.433334,65.54054,4.136614,637.5013,0.8624424,0.7895539,0.8359375,6931.1
AlpacaEval,ASHA,9,0,4e-06,0.01,1400,6931.201958751679,47.269623,30.30303,46.777863,55.098587,69.640915,45.974174,39.410152,57.433334,65.54054,4.136614,637.5013,0.8624424,0.7895539,0.8359375,6931.1
AlpacaEval,ASHA,10,6,4e-06,0.01,1400,23336.71101556396,47.269623,30.30303,46.777863,55.098587,69.640915,45.974174,39.410152,57.433334,65.54054,4.136614,637.5013,0.8624424,0.7895539,0.8359375,6931.1
AlpacaEval,ASHA,11,3,4e-06,0.01,1400,16981.3262134552,47.269623,30.30303,46.777863,55.098587,69.640915,45.974174,39.410152,57.433334,65.54054,4.136614,637.5013,0.8624424,0.7895539,0.8359375,6931.1
AlpacaEval,ASHA,12,7,4e-06,0.01,1400,22086.79904328155,47.269623,30.30303,46.777863,55.098587,69.640915,45.974174,39.410152,57.433334,65.54054,4.136614,637.5013,0.8624424,0.7895539,0.8359375,6931.1
AlpacaEval,ASHA,13,0,4e-06,0.01,1400,6931.201907730103,47.269623,30.30303,46.777863,55.098587,69.640915,45.974174,39.410152,57.433334,65.54054,4.136614,637.5013,0.8624424,0.7895539,0.8359375,6931.1
AlpacaEval,ASHA,14,1,4e-06,0.02,2031,10029.401744937895,47.35495,31.313131,42.759666,54.670383,69.967354,45.51169,41.617077,54.966667,71.64179,4.0292706,629.97406,0.77976424,0.45781,0.66269,10029.3
AlpacaEval,ASHA,15,8,4e-06,0.01,1400,37001.77819428826,47.269623,30.30303,46.777863,55.098587,69.640915,45.974174,39.410152,57.433334,65.54054,4.136614,637.5013,0.8624424,0.7895539,0.8359375,6931.1
AlpacaEval,ASHA,16,6,4e-06,0.01,1400,27876.56377062988,47.269623,30.30303,46.777863,55.098587,69.640915,45.974174,39.410152,57.433334,65.54054,4.136614,637.5013,0.8624424,0.7895539,0.8359375,6931.1
AlpacaEval,ASHA,17,3,4e-06,0.01,1400,16961.326902246474,47.269623,30.30303,46.777863,55.098587,69.640915,45.974174,39.410152,57.433334,65.54054,4.136614,637.5013,0.8624424,0.7895539,0.8359375,6931.1
AlpacaEval,ASHA,18,0,4e-06,0.01,1400,6931.202534294129,47.269623,30.30303,46.777863,55.098587,69.640915,45.974174,39.410152,57.433334,65.54054,4.136614,637.5013,0.8624424,0.7895539,0.8359375,6931.1
AlpacaEval,ASHA,19,7,4e-06,0.01,1400,28811.882127387995,47.269623,30.30303,46.777863,55.098587,69.640915,45.974174,39.410152,57.433334,65.54054,4.136614,637.5013,0.8624424,0.7895539,0.8359375,6931.1
AlpacaEval,ASHA,20,0,4e-06,0.01,1400,6931.2021537780765,47.269623,30.30303,46.777863,55.098587,69.640915,45.974174,39.410152,57.433334,65.54054,4.136614,637.5013,0.8624424,0.7895539,0.8359375,6931.1
AlpacaEval,ASHA,21,8,4e-06,0.02,2031,42310.108163219455,47.35495,31.313131,42.759666,54.670383,69.967354,45.51169,41.617077,54.966667,71.64179,4.0292706,629.97406,0.77976424,0.45781,0.66269,10029.3
AlpacaEval,ASHA,22,3,4e-06,0.01,1400,19386.357194280623,47.269623,30.30303,46.777863,55.098587,69.640915,45.974174,39.410152,57.433334,65.54054,4.136614,637.5013,0.8624424,0.7895539,0.8359375,6931.1
AlpacaEval,ASHA,23,0,4e-06,0.01,1400,6931.201920604706,47.269623,30.30303,46.777863,55.098587,69.640915,45.974174,39.410152,57.433334,65.54054,4.136614,637.5013,0.8624424,0.7895539,0.8359375,6931.1
AlpacaEval,ASHA,24,0,4e-06,0.01,1400,6931.202032661438,47.269623,30.30303,46.777863,55.098587,69.640915,45.974174,39.410152,57.433334,65.54054,4.136614,637.5013,0.8624424,0.7895539,0.8359375,6931.1
AlpacaEval,BOHB,0,11,4e-06,0.01,1400,41092.13888655663,47.269623,30.30303,46.777863,55.098587,69.640915,45.974174,39.410152,57.433334,65.54054,4.136614,637.5013,0.8624424,0.7895539,0.8359375,6931.1
AlpacaEval,BOHB,1,8,4e-06,0.01,1400,42691.8498791256,47.269623,30.30303,46.777863,55.098587,69.640915,45.974174,39.410152,57.433334,65.54054,4.136614,637.5013,0.8624424,0.7895539,0.8359375,6931.1
AlpacaEval,BOHB,2,2,4e-06,0.01,1400,16916.325814342497,47.269623,30.30303,46.777863,55.098587,69.640915,45.974174,39.410152,57.433334,65.54054,4.136614,637.5013,0.8624424,0.7895539,0.8359375,6931.1
AlpacaEval,BOHB,3,0,4e-06,0.01,1400,6931.2022200584415,47.269623,30.30303,46.777863,55.098587,69.640915,45.974174,39.410152,57.433334,65.54054,4.136614,637.5013,0.8624424,0.7895539,0.8359375,6931.1
AlpacaEval,BOHB,4,4,4e-06,0.01,1400,18211.443918087003,47.269623,30.30303,46.777863,55.098587,69.640915,45.974174,39.410152,57.433334,65.54054,4.136614,637.5013,0.8624424,0.7895539,0.8359375,6931.1
AlpacaEval,BOHB,5,4,4e-06,0.01,1400,17951.443394281385,47.269623,30.30303,46.777863,55.098587,69.640915,45.974174,39.410152,57.433334,65.54054,4.136614,637.5013,0.8624424,0.7895539,0.8359375,6931.1
AlpacaEval,BOHB,6,6,4e-06,0.01,1400,19876.66995988464,47.269623,30.30303,46.777863,55.098587,69.640915,45.974174,39.410152,57.433334,65.54054,4.136614,637.5013,0.8624424,0.7895539,0.8359375,6931.1
AlpacaEval,BOHB,7,1,4e-06,0.01,1400,6931.202578163147,47.269623,30.30303,46.777863,55.098587,69.640915,45.974174,39.410152,57.433334,65.54054,4.136614,637.5013,0.8624424,0.7895539,0.8359375,6931.1
AlpacaEval,BOHB,8,2,4e-06,0.01,1400,16941.325422620772,47.269623,30.30303,46.777863,55.098587,69.640915,45.974174,39.410152,57.433334,65.54054,4.136614,637.5013,0.8624424,0.7895539,0.8359375,6931.1
AlpacaEval,BOHB,9,0,4e-06,0.01,1400,6931.202015733719,47.269623,30.30303,46.777863,55.098587,69.640915,45.974174,39.410152,57.433334,65.54054,4.136614,637.5013,0.8624424,0.7895539,0.8359375,6931.1
AlpacaEval,BOHB,10,6,4e-06,0.02,2031,31114.87060223007,47.35495,31.313131,42.759666,54.670383,69.967354,45.51169,41.617077,54.966667,71.64179,4.0292706,629.97406,0.77976424,0.45781,0.66269,10029.3
