lr,beta,dpo_step,elapsed_time_sec,model_name,ARC-C,GPQA,GSM8K,HellaSwag,PIQA,TruthfulQA,IFEval,Arena-Hard,MT-Bench,AlpacaEval,ELO
1e-06,0.01,200,2902.3,dpo-qwen3-4b-sft-lr3e5-ao-lr1e6-beta0.01-step200,67.06484641638225,34.84848484848485,86.73237300985596,77.823142800239,78.0739934711643,60.518656066536735,75.34419783951027,84.16666666666666,86.21794871794873,38.533618598199126,1210.0366390300778
1e-06,0.01,400,5804.7,dpo-qwen3-4b-sft-lr3e5-ao-lr1e6-beta0.01-step400,70.39249146757679,36.868686868686865,87.56633813495071,79.02808205536745,78.61806311207835,64.40122483956662,78.55778224001206,79.43333333333334,85.29411764705883,42.326343780671294,1193.4057623911874
1e-06,0.01,600,8707.0,dpo-qwen3-4b-sft-lr3e5-ao-lr1e6-beta0.01-step600,70.73378839590444,38.88888888888889,84.00303260045489,79.45628360884285,78.89009793253537,65.39374973343809,79.4695297366543,79.13333333333333,84.31372549019608,40.73275085260097,1171.5770326558709
1e-06,0.01,800,11609.3,dpo-qwen3-4b-sft-lr3e5-ao-lr1e6-beta0.01-step800,70.64846416382252,39.39393939393939,87.03563305534496,79.64548894642502,79.16213275299239,65.62219142777094,79.36586036161829,79.66666666666666,82.05128205128204,40.056887878000815,1189.1131757395895
1e-06,0.01,1000,14511.6,dpo-qwen3-4b-sft-lr3e5-ao-lr1e6-beta0.01-step1000,70.90443686006826,37.37373737373738,87.94541319181198,79.71519617606054,79.21653971708379,65.73418291217806,78.65020368178655,77.06666666666666,83.55704697986577,41.14730702932958,1150.5563412438014
1e-06,0.01,1200,17414.0,dpo-qwen3-4b-sft-lr3e5-ao-lr1e6-beta0.01-step1200,71.160409556314,37.37373737373738,87.41470811220621,79.76498705437164,79.27094668117519,65.42069941111845,78.62022766260189,77.0,86.36363636363636,40.54258022139955,1171.1312140232958
1e-06,0.01,1400,20316.3,dpo-qwen3-4b-sft-lr3e5-ao-lr1e6-beta0.01-step1400,71.33105802047781,36.868686868686865,87.71796815769522,79.81477793268273,79.05331882480957,65.60555508301572,77.30881837967704,78.53333333333333,81.78807947019867,40.77818494484697,1173.5447855452644
1e-06,0.01,1600,23218.6,dpo-qwen3-4b-sft-lr3e5-ao-lr1e6-beta0.01-step1600,71.24573378839591,36.868686868686865,88.09704321455648,79.81477793268273,78.99891186071817,65.3527627944854,77.90207759854962,76.16666666666667,80.5921052631579,41.14070520540559,1147.324977819676
1e-06,0.01,1800,26121.0,dpo-qwen3-4b-sft-lr3e5-ao-lr1e6-beta0.01-step1800,70.98976109215018,37.37373737373738,87.79378316906747,79.88448516231827,79.10772578890098,65.15771757781154,77.49116787900549,77.0,83.44370860927152,41.69012185669763,1094.381083680681
1e-06,0.01,2000,29023.3,dpo-qwen3-4b-sft-lr3e5-ao-lr1e6-beta0.01-step2000,71.160409556314,36.868686868686865,88.62774829416225,79.93427604062936,79.16213275299239,65.16915045170238,77.76843220432896,76.73333333333332,83.33333333333334,39.52073272100985,1157.1018961738546
1e-06,0.01,2031,29473.1,dpo-qwen3-4b-sft-lr3e5-ao-lr1e6-beta0.01,71.33105802047781,37.37373737373738,88.09704321455648,79.80481975702051,78.94450489662677,65.1655054438634,78.43538477905292,,78.70967741935485,38.75179230953136,1140.9381962095422
