search_objective,optimizer,seed,trial_id,lr,beta,dpo_step,st_tuner_time,ARC-C,GPQA,GSM8K,HellaSwag,PIQA,TruthfulQA,IFEval,Arena-Hard,MT-Bench,AlpacaEval,ELO,Z-Static,Z-Dynamic,Z-All,elapsed_time_sec
ELO,RandomSearch,0,0,1e-06,0.04,200,983.3038900852202,46.075085,31.313131,42.304775,53.535152,69.26006,43.090527,33.91468,48.733334,57.71812,1.9184241,608.57355,-0.47897562,-0.37244752,-0.44023812,983.2
ELO,RandomSearch,0,1,1e-06,0.04,200,983.3039613723754,46.075085,31.313131,42.304775,53.535152,69.26006,43.090527,33.91468,48.733334,57.71812,1.9184241,608.57355,-0.47897562,-0.37244752,-0.44023812,983.2
ELO,RandomSearch,0,0,1e-06,0.04,400,1966.603877878189,46.075085,32.32323,42.304775,53.7144,69.15125,43.197086,34.36931,48.733334,56.25,1.3088369,622.4569,-0.80121213,-1.0688471,-0.89853394,1966.5
ELO,RandomSearch,0,1,1e-06,0.04,400,1966.603949165344,46.075085,32.32323,42.304775,53.7144,69.15125,43.197086,34.36931,48.733334,56.25,1.3088369,622.4569,-0.80121213,-1.0688471,-0.89853394,1966.5
ELO,RandomSearch,0,0,1e-06,0.04,600,2949.8038290500645,46.160408,31.818182,42.304775,53.774147,69.640915,43.298264,33.457558,49.033333,62.080536,1.1524479,612.9676,-0.57302725,-1.1178645,-0.77114993,2949.7
ELO,RandomSearch,0,1,1e-06,0.04,600,2949.80390033722,46.160408,31.818182,42.304775,53.774147,69.640915,43.298264,33.457558,49.033333,62.080536,1.1524479,612.9676,-0.57302725,-1.1178645,-0.77114993,2949.7
ELO,RandomSearch,0,0,1e-06,0.04,800,3933.1038778781895,46.672356,30.80808,41.546627,53.804024,69.58651,43.293076,35.42218,48.7,65.13158,1.3158691,662.63605,-0.89317507,-0.42259485,-0.722055,3933.0
ELO,RandomSearch,0,1,1e-06,0.04,800,3933.1039491653446,46.672356,30.80808,41.546627,53.804024,69.58651,43.293076,35.42218,48.7,65.13158,1.3158691,662.63605,-0.89317507,-0.42259485,-0.722055,3933.0
ELO,RandomSearch,0,0,1e-06,0.04,1000,4916.304073190689,46.41638,33.838383,42.07733,53.843857,69.20566,43.435894,32.954227,49.433334,65.17242,1.470491,589.82263,-0.8979776,-1.2068853,-1.0103077,4916.2
ELO,RandomSearch,0,1,1e-06,0.04,1000,4916.304144477845,46.41638,33.838383,42.07733,53.843857,69.20566,43.435894,32.954227,49.433334,65.17242,1.470491,589.82263,-0.8979776,-1.2068853,-1.0103077,4916.2
ELO,RandomSearch,0,0,1e-06,0.04,1200,5899.603877878189,46.41638,31.818182,42.532223,53.893646,69.36888,43.360073,31.95006,49.433334,62.2449,0.8615666,654.8585,-0.8515052,-0.712795,-0.80106515,5899.5
ELO,RandomSearch,0,1,1e-06,0.04,1200,5899.603949165345,46.41638,31.818182,42.532223,53.893646,69.36888,43.360073,31.95006,49.433334,62.2449,0.8615666,654.8585,-0.8515052,-0.712795,-0.80106515,5899.5
ELO,RandomSearch,0,0,1e-06,0.04,1400,6882.804073190689,46.33106,32.82828,42.456406,53.744274,69.314476,43.358444,32.072456,49.433334,59.74026,1.5358406,606.4561,-0.83763534,-1.1909683,-0.96612006,6882.7
ELO,RandomSearch,0,1,1e-06,0.04,1400,6882.804144477845,46.33106,32.82828,42.456406,53.744274,69.314476,43.358444,32.072456,49.433334,59.74026,1.5358406,606.4561,-0.83763534,-1.1909683,-0.96612006,6882.7
ELO,RandomSearch,0,0,1e-06,0.04,1600,7866.103877878189,46.41638,32.32323,43.59363,53.75423,69.36888,43.326424,32.600777,49.433334,61.666668,1.0122834,614.02484,-0.6051053,-0.9991171,-0.7483823,7866.0
