search_objective,optimizer,seed,trial_id,size,lr,beta,dpo_step,st_tuner_time,ARC-C,GPQA,GSM8K,HellaSwag,PIQA,TruthfulQA,IFEval,Arena-Hard,MT-Bench,AlpacaEval,ELO,Z-Static,Z-Dynamic,Z-All,elapsed_time_sec
ELO,BOTorch,10,1,8b,1e-06,0.01,400,8503.804905748366,71.50171,38.38384,87.03563,80.30273,77.52992,63.918243,78.31548,75.13333,86.92811,50.0,1262.8969,0.7328495,1.0249617,0.8390721,8503.7
ELO,BOTorch,11,0,8b,2e-06,0.01,200,4259.702272510529,70.819115,38.38384,86.353294,80.233025,77.85637,63.270527,78.69641,77.73333,84.83871,47.87344,1242.7335,0.7766102,1.0122542,0.86229897,4259.6
ELO,BOTorch,12,0,8b,1e-06,0.02,400,8508.00512228012,71.07509,38.38384,85.74678,79.82474,77.85637,63.049118,79.82049,69.6,83.22581,43.49624,1254.9758,0.72375345,0.6804024,0.7079894,8507.9
ELO,BOTorch,13,1,8b,4e-06,0.04,200,1325.9032433986663,71.58703,39.39394,86.27748,79.994026,77.693146,63.703495,78.71265,70.2,81.818184,37.30453,1206.29,0.8091844,0.59860915,0.7326116,1325.8
ELO,BOTorch,14,1,14b,4e-06,0.01,200,6759.702949857712,74.06143,36.363636,90.59894,82.25453,77.14908,69.228386,79.03363,70.666664,86.451614,53.84435,1268.0673,0.897812,0.9996048,0.93482757,6759.6
ELO,BOTorch,15,2,8b,1e-06,0.02,400,38098.37187395096,71.07509,38.38384,85.74678,79.82474,77.85637,63.049118,79.82049,69.6,83.22581,43.49624,1254.9758,0.72375345,0.6804024,0.7079894,8507.9
ELO,BOTorch,16,1,14b,1e-06,0.02,400,13594.103034114836,71.75768,37.373737,91.43291,82.224655,79.10773,65.29052,77.523636,73.46667,81.9079,49.954933,1265.8021,0.84879744,0.84370786,0.84694666,13594.0
ELO,BOTorch,17,3,8b,1e-06,0.04,800,29558.46864376068,71.672356,39.89899,86.732376,79.65545,78.29162,63.274734,79.67061,70.1,84.31373,33.04767,1195.4678,0.75985557,0.75985825,0.7598565,17063.2
ELO,BOTorch,18,3,14b,2e-06,0.02,200,16725.926415777205,71.672356,37.373737,91.12965,82.274445,79.434166,65.073105,78.32922,72.066666,84.09091,51.98968,1262.9352,0.9103049,0.94679034,0.9235723,6745.7
ELO,BOTorch,19,2,8b,1e-06,0.01,400,21968.96857843399,71.50171,38.38384,87.03563,80.30273,77.52992,63.918243,78.31548,75.13333,86.92811,50.0,1262.8969,0.7328495,1.0249617,0.8390721,8503.7
ELO,BOTorch,20,3,14b,4e-06,0.01,200,62475.3822573185,74.06143,36.363636,90.59894,82.25453,77.14908,69.228386,79.03363,70.666664,86.451614,53.84435,1268.0673,0.897812,0.9996048,0.93482757,6759.6
ELO,BOTorch,21,2,14b,4e-06,0.02,200,13804.089507913588,72.61092,37.373737,91.43291,82.13503,78.23721,68.20614,78.7239,72.96667,83.552635,50.026516,1262.8114,0.92929727,0.9276821,0.92871,6763.9
ELO,BOTorch,22,1,14b,4e-06,0.02,200,6764.002403831482,72.61092,37.373737,91.43291,82.13503,78.23721,68.20614,78.7239,72.96667,83.552635,50.026516,1262.8114,0.92929727,0.9276821,0.92871,6763.9
ELO,BOTorch,23,0,8b,2e-06,0.01,200,4259.702823019028,70.819115,38.38384,86.353294,80.233025,77.85637,63.270527,78.69641,77.73333,84.83871,47.87344,1242.7335,0.7766102,1.0122542,0.86229897,4259.6
ELO,BOTorch,24,0,4b,4e-06,0.04,200,2914.102116441727,69.79522,33.838383,69.21911,78.56005,78.726875,63.830074,71.74093,70.4,78.75817,30.636005,1128.614,0.5142483,0.36573517,0.46024352,2914.0
ELO,CQR,0,0,14b,2e-06,0.01,200,6789.502893543244,72.01365,36.868687,91.96361,82.23461,78.67247,66.43039,77.74721,76.9,85.80645,57.493683,1285.0702,0.89506,1.1885978,1.001801,6789.4
ELO,CQR,1,0,8b,1e-06,0.01,400,8503.802927112578,71.50171,38.38384,87.03563,80.30273,77.52992,63.918243,78.31548,75.13333,86.92811,50.0,1262.8969,0.7328495,1.0249617,0.8390721,8503.7
ELO,CQR,2,4,14b,2e-06,0.04,200,50072.53297529221,71.331055,36.868687,89.9166,82.03545,79.86942,62.660313,78.98243,67.13333,84.31373,41.638817,1232.137,0.8657634,0.6721739,0.79536724,6766.9
ELO,CQR,3,1,8b,1e-06,0.01,400,8503.805046415328,71.50171,38.38384,87.03563,80.30273,77.52992,63.918243,78.31548,75.13333,86.92811,50.0,1262.8969,0.7328495,1.0249617,0.8390721,8503.7
ELO,CQR,4,7,14b,4e-06,0.02,200,95015.92863736152,72.61092,37.373737,91.43291,82.13503,78.23721,68.20614,78.7239,72.96667,83.552635,50.026516,1262.8114,0.92929727,0.9276821,0.92871,6763.9
ELO,CQR,5,2,14b,4e-06,0.01,200,16739.824262475966,74.06143,36.363636,90.59894,82.25453,77.14908,69.228386,79.03363,70.666664,86.451614,53.84435,1268.0673,0.897812,0.9996048,0.93482757,6759.6
ELO,CQR,6,5,14b,2e-06,0.01,200,26319.75095090866,72.01365,36.868687,91.96361,82.23461,78.67247,66.43039,77.74721,76.9,85.80645,57.493683,1285.0702,0.89506,1.1885978,1.001801,6789.4
ELO,CQR,7,4,14b,1e-06,0.01,600,77248.60014543534,72.8669,36.868687,91.357086,82.4537,78.50925,68.0801,76.699326,74.26667,86.60131,54.841022,1285.787,0.83932745,1.2500756,0.98869044,20312.8
ELO,CQR,8,6,14b,1e-06,0.02,400,107265.62483439446,71.75768,37.373737,91.43291,82.224655,79.10773,65.29052,77.523636,73.46667,81.9079,49.954933,1265.8021,0.84879744,0.84370786,0.84694666,13594.0
ELO,CQR,9,0,14b,4e-06,0.02,200,6764.002080297471,72.61092,37.373737,91.43291,82.13503,78.23721,68.20614,78.7239,72.96667,83.552635,50.026516,1262.8114,0.92929727,0.9276821,0.92871,6763.9
ELO,CQR,10,12,14b,4e-06,0.01,200,110344.11669430732,74.06143,36.363636,90.59894,82.25453,77.14908,69.228386,79.03363,70.666664,86.451614,53.84435,1268.0673,0.897812,0.9996048,0.93482757,6759.6
ELO,CQR,11,4,14b,2e-06,0.01,200,39224.906063652044,72.01365,36.868687,91.96361,82.23461,78.67247,66.43039,77.74721,76.9,85.80645,57.493683,1285.0702,0.89506,1.1885978,1.001801,6789.4
ELO,CQR,12,3,14b,2e-06,0.02,200,29301.07933387756,71.672356,37.373737,91.12965,82.274445,79.434166,65.073105,78.32922,72.066666,84.09091,51.98968,1262.9352,0.9103049,0.94679034,0.9235723,6745.7
ELO,CQR,13,2,14b,2e-06,0.01,200,16869.627424573897,72.01365,36.868687,91.96361,82.23461,78.67247,66.43039,77.74721,76.9,85.80645,57.493683,1285.0702,0.89506,1.1885978,1.001801,6789.4
ELO,CQR,14,2,14b,4e-06,0.01,200,19264.85734663009,74.06143,36.363636,90.59894,82.25453,77.14908,69.228386,79.03363,70.666664,86.451614,53.84435,1268.0673,0.897812,0.9996048,0.93482757,6759.6
ELO,CQR,15,4,8b,1e-06,0.02,400,30963.28406033516,71.07509,38.38384,85.74678,79.82474,77.85637,63.049118,79.82049,69.6,83.22581,43.49624,1254.9758,0.72375345,0.6804024,0.7079894,8507.9
ELO,CQR,16,2,14b,2e-06,0.01,200,19264.658322668078,72.01365,36.868687,91.96361,82.23461,78.67247,66.43039,77.74721,76.9,85.80645,57.493683,1285.0702,0.89506,1.1885978,1.001801,6789.4
ELO,CQR,17,2,14b,1e-06,0.01,600,32788.056277847296,72.8669,36.868687,91.357086,82.4537,78.50925,68.0801,76.699326,74.26667,86.60131,54.841022,1285.787,0.83932745,1.2500756,0.98869044,20312.8
ELO,CQR,18,6,14b,1e-06,0.02,400,55575.0106810093,71.75768,37.373737,91.43291,82.224655,79.10773,65.29052,77.523636,73.46667,81.9079,49.954933,1265.8021,0.84879744,0.84370786,0.84694666,13594.0
ELO,CQR,19,4,14b,1e-06,0.02,400,43069.466076707846,71.75768,37.373737,91.43291,82.224655,79.10773,65.29052,77.523636,73.46667,81.9079,49.954933,1265.8021,0.84879744,0.84370786,0.84694666,13594.0
ELO,CQR,20,7,8b,2e-06,0.01,200,48576.08836708069,70.819115,38.38384,86.353294,80.233025,77.85637,63.270527,78.69641,77.73333,84.83871,47.87344,1242.7335,0.7766102,1.0122542,0.86229897,4259.6
ELO,CQR,21,4,14b,2e-06,0.02,200,31811.10966310501,71.672356,37.373737,91.12965,82.274445,79.434166,65.073105,78.32922,72.066666,84.09091,51.98968,1262.9352,0.9103049,0.94679034,0.9235723,6745.7
ELO,CQR,22,0,14b,1e-06,0.01,600,20312.903588628767,72.8669,36.868687,91.357086,82.4537,78.50925,68.0801,76.699326,74.26667,86.60131,54.841022,1285.787,0.83932745,1.2500756,0.98869044,20312.8
ELO,CQR,23,2,14b,4e-06,0.02,200,19289.15559706688,72.61092,37.373737,91.43291,82.13503,78.23721,68.20614,78.7239,72.96667,83.552635,50.026516,1262.8114,0.92929727,0.9276821,0.92871,6763.9
ELO,CQR,24,3,8b,2e-06,0.04,400,38000.16556892396,71.75768,39.39394,86.884,79.764984,77.63874,63.815445,79.181015,67.8,79.545456,36.454247,1205.6589,0.7618713,0.38395905,0.62444866,8524.7
ELO,RandomSearch,0,15,14b,2e-06,0.01,200,96390.61017308236,72.01365,36.868687,91.96361,82.23461,78.67247,66.43039,77.74721,76.9,85.80645,57.493683,1285.0702,0.89506,1.1885978,1.001801,6789.4
ELO,RandomSearch,1,8,14b,4e-06,0.01,200,99330.83585224152,74.06143,36.363636,90.59894,82.25453,77.14908,69.228386,79.03363,70.666664,86.451614,53.84435,1268.0673,0.897812,0.9996048,0.93482757,6759.6
ELO,RandomSearch,2,2,14b,2e-06,0.01,200,16774.62569746971,72.01365,36.868687,91.96361,82.23461,78.67247,66.43039,77.74721,76.9,85.80645,57.493683,1285.0702,0.89506,1.1885978,1.001801,6789.4
ELO,RandomSearch,3,1,14b,4e-06,0.02,200,6764.002146100998,72.61092,37.373737,91.43291,82.13503,78.23721,68.20614,78.7239,72.96667,83.552635,50.026516,1262.8114,0.92929727,0.9276821,0.92871,6763.9
ELO,RandomSearch,4,0,14b,1e-06,0.04,600,20251.602025842665,72.1843,37.373737,90.59894,81.9757,79.651794,64.12944,78.37294,69.3,87.012985,41.15565,1232.0355,0.8329583,0.87229156,0.8472613,20251.5
ELO,RandomSearch,5,1,8b,1e-06,0.01,400,8503.803570604323,71.50171,38.38384,87.03563,80.30273,77.52992,63.918243,78.31548,75.13333,86.92811,50.0,1262.8969,0.7328495,1.0249617,0.8390721,8503.7
ELO,RandomSearch,6,7,14b,1e-06,0.01,200,105872.21988401414,69.96587,36.363636,89.31008,82.07529,80.52231,59.815693,80.17145,71.26667,82.90323,42.76248,1232.8019,0.8194465,0.7471075,0.7931414,6770.9
ELO,RandomSearch,7,12,14b,2e-06,0.02,200,74076.6439350605,71.672356,37.373737,91.12965,82.274445,79.434166,65.073105,78.32922,72.066666,84.09091,51.98968,1262.9352,0.9103049,0.94679034,0.9235723,6745.7
ELO,RandomSearch,8,13,14b,2e-06,0.02,200,107847.09148988724,71.672356,37.373737,91.12965,82.274445,79.434166,65.073105,78.32922,72.066666,84.09091,51.98968,1262.9352,0.9103049,0.94679034,0.9235723,6745.7
ELO,RandomSearch,9,0,8b,2e-06,0.01,200,4259.702357625962,70.819115,38.38384,86.353294,80.233025,77.85637,63.270527,78.69641,77.73333,84.83871,47.87344,1242.7335,0.7766102,1.0122542,0.86229897,4259.6
ELO,RandomSearch,10,3,14b,1e-06,0.02,400,69169.78541693688,71.75768,37.373737,91.43291,82.224655,79.10773,65.29052,77.523636,73.46667,81.9079,49.954933,1265.8021,0.84879744,0.84370786,0.84694666,13594.0
ELO,RandomSearch,11,0,14b,1e-06,0.01,600,20312.904905891417,72.8669,36.868687,91.357086,82.4537,78.50925,68.0801,76.699326,74.26667,86.60131,54.841022,1285.787,0.83932745,1.2500756,0.98869044,20312.8
ELO,RandomSearch,12,2,14b,4e-06,0.02,200,16744.124729967116,72.61092,37.373737,91.43291,82.13503,78.23721,68.20614,78.7239,72.96667,83.552635,50.026516,1262.8114,0.92929727,0.9276821,0.92871,6763.9
ELO,RandomSearch,13,0,8b,2e-06,0.01,200,4259.703248596192,70.819115,38.38384,86.353294,80.233025,77.85637,63.270527,78.69641,77.73333,84.83871,47.87344,1242.7335,0.7766102,1.0122542,0.86229897,4259.6
ELO,RandomSearch,14,6,14b,2e-06,0.02,200,87816.79638562203,71.672356,37.373737,91.12965,82.274445,79.434166,65.073105,78.32922,72.066666,84.09091,51.98968,1262.9352,0.9103049,0.94679034,0.9235723,6745.7
ELO,RandomSearch,15,3,14b,1e-06,0.01,600,32868.05848202706,72.8669,36.868687,91.357086,82.4537,78.50925,68.0801,76.699326,74.26667,86.60131,54.841022,1285.787,0.83932745,1.2500756,0.98869044,20312.8
ELO,RandomSearch,16,2,14b,2e-06,0.01,200,16869.62596402168,72.01365,36.868687,91.96361,82.23461,78.67247,66.43039,77.74721,76.9,85.80645,57.493683,1285.0702,0.89506,1.1885978,1.001801,6789.4
ELO,RandomSearch,17,5,14b,4e-06,0.01,200,93340.767263031,74.06143,36.363636,90.59894,82.25453,77.14908,69.228386,79.03363,70.666664,86.451614,53.84435,1268.0673,0.897812,0.9996048,0.93482757,6759.6
